Scheme_ID,Scheme_Name,Ministry,Category,Launch_Year,Target_Beneficiaries,Budget_Allocated_Crore,Budget_Utilized_Crore,States_Covered,Beneficiaries_Reached_Lakh,Status,Mode,Gender_Focus,Age_Group,Application_Mode,Success_Rate_%,Grievances_Filed,Grievances_Resolved,Scheme_Duration_Years,Annual_Report_Available,Website_Available,PM_Flagship,Nodal_Agency,Remarks
S0761,Rashtriya Airport Nidhi,Ministry of New Energy,Infrastructure,1993,Rural Poor,285346,229646,All States,14284.53,Active,Scholarship,Women,18+,Offline,67,311980,311574,Ongoing,Yes,Yes,No,NABARD,Merged with another scheme
S0762,Rashtriya Organic Farming Awaas Yojana,Ministry of Sports,Livelihood,1982,Urban Poor,243021,,All States,1925.88,Under Review,Micro Credit,Women,16-59,Multiple,59.6,111143,100263,7,Yes,No,No,NHAI,Merged with another scheme
S0763,Dr. Ambedkar Drinking Water Abhiyan,Ministry of Culture,Entrepreneurship,1976,Pregnant Women,150773,131284,All States,1917.49,Closed,Micro Credit,SC/OBC,16-59,Multiple,92.6,235233,152189,2010,Yes,Yes,No,NITI Aayog,
S0764,Scheme for Inland Waterways Sinchai Yojana,Ministry of Petroleum,Employment,1967,OBC,439331,379721,All States,,Closed,Scholarship,Women/Children,60+,Online/Offline,62.7,387951,263312,2028,Yes,Yes,No,MoHUA,No direct govt budget
S0765,Integrated Soil Conservation Vikas Yojana,Ministry of Fisheries,Employment,2017,Tribal Communities,205025,174184,All States,2629.3,Active,Direct Benefit Transfer,Children,15-45,Online/Offline,93.9,336942,205526,2027,Yes,Yes,Yes,WCD,Discontinued after 2020
S0766,Mukhyamantri Olympic Training Mission,Ministry of Sports,Employment,1987,Persons with Disability,,,All States,12798.45,Active,Digital Platform,Women,21-55,Multiple,,335558,223641,14,Yes,No,Yes,India Post,
S0767,Samagra Senior Citizens Karyakram,Ministry of Sports,Energy,1978,Unorganised Workers,335391,316435,All States,2746.68,Closed,Grant,SC/OBC,Jun-14,Online,76.4,374549,300304,7,Yes,Yes,No,PMO,
S0768,Rajiv Gandhi Language Suraksha Yojana,Ministry of Power,Digital Infrastructure,1996,Minorities,181626,120395,All States,14132.07,Completed,Training,SC/ST,0-18,Multiple,89.8,389069,373452,7,Yes,Yes,No,NHAI,Loan guarantee scheme
S0769,National Digital Literacy Suraksha Yojana,Ministry of Textiles,Entrepreneurship,1990,Students,325888,249791,3,697.68,Active,Policy,All,18-70,Online/Offline,80.8,78751,56402,2012,No,Yes,No,PFRDA,Missing beneficiary data
S0770,National Blindness Jan Vikas,Ministry of Railways,Water,1992,Students,364935,,All States,10063.54,Closed,Grant,All,Jun-14,Online,91.8,432868,401997,12,Yes,Yes,No,India Post,State-level implementation
S0771,Integrated Inland Waterways Swasthya Yojana,Ministry of Food Processing,Manufacturing,1958,OBC,137181,74357,All States,4252.22,Active,Tax Benefits,Women,15-45,Online/Offline,56,343189,323497,2020,Yes,Yes,No,CGWB,Subsumed into larger mission
S0772,Gram Persons with Disability Rozgar Yojana,Ministry of Ports,Tourism,2000,Minorities,313287,257522,All States,3344.63,Active,Infrastructure,Women,21-35,Online,52.9,494767,485924,5,Yes,Yes,No,HUDCO,
S0773,Jan Metro Rail Bima Yojana,Ministry of Minority Affairs,Environment,1998,Children,481094,500462,All States,5695.37,Closed,Multiple,All,21-55,Offline,97.9,156981,137911,2007,Yes,No,No,MoTA,
S0774,Swachh Waste Management Abhiyan,Ministry of Development of NE,Environment,1960,All Citizens,457210,327756,All States,2053.91,Active,Digital Platform,Women/Children,21-55,N/A,,433292,361402,4,Yes,Yes,No,MoE,Pilot phase
S0775,Digital Fluorosis Control Karyakram,Ministry of Women and Child,Food Security,1983,BPL Families,276062,161633,All States,3923.43,Under Review,Cash Incentive,All,21-35,Online/Offline,55.9,217118,,1,Yes,No,No,NIC,Scheme under review
S0776,Rajiv Gandhi Micro Finance Vikas Yojana,NITI Aayog,Scholarships,1980,Unorganised Workers,194459,174742,All States,13793.13,Active,Digital Platform,SC/ST,22-35,Online,60,454579,281891,2001,Yes,No,No,NFDB,New phase announced
S0777,Rashtriya Cultural Promotion Swasthya Yojana,Ministry of Environment,Sanitation,2015,SC/ST,340381,237648,All States,12082.96,Active,Scholarship,SC/ST,18-45,N/A,95.1,172361,150995,Ongoing,Yes,Yes,No,DFPD,Missing beneficiary data
S0778,Mission Cold Chain Urja Yojana,Ministry of Civil Aviation,Insurance,2022,Small Entrepreneurs,261130,231792,All States,8531.42,Active,Savings Scheme,SC/ST,Jun-14,Online/Offline,,262473,217273,3,Yes,Yes,No,WCD,Pilot phase
S0779,Rashtriya Land Records Vikas Yojana,Ministry of Commerce,Pension,1996,Farmers,,,All States,14223.78,Active,Digital Platform,SC/OBC,18-60,N/A,67.1,228025,,2017,Yes,Yes,No,NRLM,Discontinued after 2020
S0780,Digital Airport Abhiyan,Ministry of Housing,Education,1985,Migrant Workers,194954,166334,All States,,Active,Direct Benefit Transfer,All,18-45,Online/Offline,62.7,456701,323785,12,Yes,No,No,NMCG,No direct govt budget
S0781,Integrated Fertilizer Shakti,Ministry of Defence,Pension,1963,Unorganised Workers,95285,75424,All States,5245.75,Under Review,Pension Scheme,Women,21-30,Online,46.3,359425,324594,1970,Yes,Yes,No,NHM,Extended beyond original timeline
S0782,Rashtriya Farmer Income Programme,Ministry of Culture,Regional Development,1957,Students,89132,47409,All States,14180.45,Active,Free Service,All,30+,Online/Offline,70.2,415210,401670,11,Yes,No,No,NABARD,Scheme under review
S0783,Pradhan Mantri Nutrition Programme Suraksha Yojana,Ministry of Defence,Food Security,1989,SC/ST,157635,126709,All States,,Completed,Scholarship,All,60+,Online,88.5,472472,,Ongoing,No,Yes,No,HUDCO,Merged with another scheme
S0784,Central Climate Change Programme,Ministry of Food Processing,Livelihood,1984,BPL Families,340244,167889,All States,,Active,Digital Platform,Women/Children,Jun-14,Online/Offline,44.8,153045,,6,Yes,Yes,No,FCI,Discontinued after 2020
S0785,Deendayal MSME Credit Initiative,Ministry of Science and Technology,Food Security,2019,Small Entrepreneurs,171196,150480,All States,10399.7,Under Review,Grant,Women,16-59,Multiple,95.9,156135,137705,2027,Yes,Yes,No,NHAI,Data partially available
S0786,Integrated Digital Literacy Samman Nidhi,Ministry of Electronics,Water,1965,Artisans,167769,70810,All States,164.67,Active,Grant,SC/ST,15-35,Online,36,299008,246830,2006,Yes,Yes,Yes,LIC,Pilot phase
S0787,Bharat Port Development Scheme,Ministry of Law and Justice,Water,2017,Senior Citizens,284999,138674,All States,6000.99,Active,Grant,Women,15-45,N/A,,211509,178033,5,Yes,Yes,No,KVIC,Pilot phase
S0788,Pradhan Mantri LED Lighting Yojana,Department of Personnel,Insurance,1976,Small Entrepreneurs,59007,53087,All States,5006.89,Active,Direct Benefit Transfer,SC/OBC,15-35,Online/Offline,34.7,157535,114933,Ongoing,Yes,Yes,No,DAC,Data partially available
S0789,Rashtriya Organic Farming Sinchai Yojana,Ministry of Development of NE,Disaster Relief,2017,Senior Citizens,276422,236910,5,742.27,Under Review,Wage Employment,SC/OBC,0-6,Offline,54.7,308253,261060,2023,Yes,No,Yes,DPIIT,Missing beneficiary data
S0790,Indira Gandhi e-Governance Mission,Ministry of Railways,Innovation,1974,Fishers,106085,35389,All States,2635.95,Active,Direct Benefit Transfer,All,21-45,N/A,56.6,23855,19160,9,No,No,Yes,NHM,No direct govt budget
S0791,Rajiv Gandhi Skill Upgradation Vikas Yojana,Ministry of Minority Affairs,Urban Livelihood,1976,Urban Poor,459392,,All States,7631.87,Active,Direct Benefit Transfer,Women,Jun-14,Offline,56.1,80843,56168,Ongoing,Yes,Yes,Yes,DAHD,Extended beyond original timeline
S0792,National e-Governance Kaushal,Department of Personnel,Credit,2014,Rural Poor,256648,88108,All States,10849.2,Closed,Scholarship,All,15-35,Multiple,59.7,367303,366440,2030,Yes,Yes,No,DPIIT,
S0793,Pradhan Mantri Dengue Prevention Shiksha Yojana,Ministry of Minority Affairs,Health,2012,Rural Poor,175013,155048,All States,14244.18,Active,Direct Benefit Transfer,SC/ST,Jun-18,Offline,76.9,295782,232489,2016,Yes,Yes,Yes,KVIC,
S0794,Deendayal Border Security Bima Yojana,Ministry of MSME,Women Empowerment,2011,Farmers,156479,100810,3,,Under Review,Free Service,All,0-18,N/A,97.3,372532,354737,Ongoing,No,No,No,DPIIT,Self-funded contributory
S0795,Rajiv Gandhi Persons with Disability Swasthya Yojana,Ministry of Agriculture,Rural Development,1978,Rural Poor,387326,158968,All States,8463.61,Active,Loan Guarantee,SC/ST,22-35,Multiple,62.5,26511,20856,Ongoing,No,Yes,Yes,NHM,Data partially available
S0796,Integrated Textile Development Sadak Yojana,Ministry of Petroleum,Manufacturing,2014,Students,342703,225133,All States,5870.78,Under Review,Reimbursement,Children,30+,Online/Offline,49.9,32303,,Ongoing,Yes,Yes,Yes,NFDB,Extended beyond original timeline
S0797,Jan Deafness Shiksha Yojana,Ministry of AYUSH,Child Development,1972,Persons with Disability,23415,10227,All States,14873.63,Active,Free Service,SC/ST,15-35,Offline,42.3,146324,100227,10,Yes,Yes,No,PFRDA,Extended beyond original timeline
S0798,Jan Cultural Promotion Scheme,Ministry of Panchayati Raj,Housing,1964,Women,211960,115514,All States,13860.3,Active,Direct Benefit Transfer,Women/Children,0-18,Offline,,252729,194345,1994,No,Yes,Yes,MeitY,Discontinued after 2020
S0799,Scheme for Organic Farming Jan Vikas,Ministry of Power,Agriculture,1960,Farmers,284859,93948,34,3911.49,Completed,In-Kind,Women/Children,18-60,Offline,51,165867,161603,Ongoing,Yes,Yes,No,CGWB,State-level implementation
S0800,National Tourism Development Scheme,Ministry of Culture,Tribal Development,1968,Rural Poor,25366,15850,All States,5740.95,Closed,Insurance,Women/Children,15-35,Offline,61.2,78025,,1987,No,No,No,SIDBI,
S0801,Scheme for Cancer Care Karyakram,Ministry of Power,Agriculture,2010,Small Entrepreneurs,364165,288254,All States,13891.31,Completed,Insurance,Women,Jun-18,Multiple,93.7,112349,107026,13,Yes,Yes,No,MoHFW,No direct govt budget
S0802,Scheme for Gems and Jewellery Awaas Yojana,Ministry of Rural Development,Health,2006,Youth,325418,173886,All States,,Active,Tax Benefits,SC/OBC,All Ages,N/A,30.4,292961,266516,2025,No,Yes,No,FCI,Budget revised upward
S0803,Gram Climate Change Abhiyan,Ministry of Petroleum,Sanitation,2009,Small Entrepreneurs,58737,26867,All States,12915.73,Closed,Insurance,SC/ST,Jun-18,Offline,86.4,298983,213006,2019,Yes,Yes,Yes,AAI,New phase announced
S0804,Mukhyamantri Port Development Pani Yojana,Ministry of Housing,Research,2017,Women,199886,78281,All States,7232.82,Active,Subsidy,SC/OBC,18-45,Offline,94.7,214111,146355,Ongoing,No,Yes,No,MoE,
S0805,State Nutrition Programme Shakti,Ministry of AYUSH,Tribal Development,1999,Unorganised Workers,473577,219158,All States,6005.75,Active,Cash Incentive,Women/Children,Jun-18,Online/Offline,68.7,130382,103653,2026,Yes,Yes,Yes,MoTA,Discontinued after 2020
S0806,Dr. Ambedkar Air Pollution Kaushal,Ministry of Ports,Disaster Relief,2009,Senior Citizens,332703,232045,All States,8525.8,Completed,Cash Incentive,SC/ST,18-70,Online/Offline,44.9,74198,60630,13,No,Yes,No,MoTA,Extended beyond original timeline
S0807,Integrated Afforestation Shiksha Yojana,Ministry of Law and Justice,Marine Development,1993,Students,471340,379750,All States,13162.16,Closed,Direct Benefit Transfer,SC/ST,Jun-14,Online,33.7,29777,26802,Ongoing,Yes,Yes,No,SIDBI,Pilot phase
S0808,Dr. Ambedkar Tribal Welfare Samman Nidhi,Ministry of Agriculture,Nutrition,1955,Minorities,177146,110946,28,,Active,Training,SC/OBC,16-59,N/A,,295623,289971,13,Yes,No,No,DoSJE,
S0809,Samagra Post Harvest Swasthya Yojana,Ministry of Ports,Nutrition,1985,Minorities,124194,95921,All States,6525.1,Active,Infrastructure,All,18+,Offline,59.8,12844,10377,1991,Yes,Yes,No,NSIC,
S0810,Scheme for Aadhaar Integration Urja Yojana,Ministry of Commerce,Disaster Relief,1990,BPL Families,3723,3816,All States,8906.59,Active,Wage Employment,SC/OBC,Jun-14,N/A,,145056,137019,15,Yes,Yes,No,NMCG,Merged with another scheme
S0811,PM Flood Relief Kaushal,NITI Aayog,Innovation,1978,Fishers,473501,475338,All States,7481.48,Active,Multiple,Women,18-60,Online,74.8,132846,94907,3,Yes,Yes,No,MoRD,Data partially available
S0812,Deendayal Startup Support Kaushal,Ministry of Law and Justice,Nutrition,1999,Fishers,486235,288610,All States,6425.73,Under Review,Pension Scheme,Women/Children,22-35,N/A,77.5,126685,119404,2006,No,Yes,Yes,SAI,
S0813,Rajiv Gandhi Border Security Suraksha Yojana,Ministry of Development of NE,Insurance,1999,Youth,77320,34122,All States,12471.24,Active,Free Service,Children,0-18,Online,94.6,251505,220424,Ongoing,No,Yes,No,PMO,Pilot phase
S0814,Integrated Urban Transport Mission,Ministry of Shipping,Food Security,2011,Persons with Disability,36574,23094,All States,,Active,Pension Scheme,Children,18+,Multiple,,225415,145305,4,No,Yes,No,NFDB,New phase announced
S0815,Mahatma Gandhi Airport Awaas Yojana,Ministry of Civil Aviation,Agriculture,2007,BPL Families,484138,289236,All States,12838.21,Active,Training,Women/Children,15-45,N/A,43.2,75751,64201,Ongoing,Yes,Yes,Yes,State Govts,
S0816,Mission Watershed Development Initiative,Ministry of Social Justice,Organic Farming,2010,Rural Poor,238302,,All States,4786.28,Closed,Fellowship,All,60+,N/A,45.6,59590,57178,Ongoing,No,Yes,Yes,MoHFW,
S0817,Deendayal Export Promotion Kalyan Yojana,Ministry of Civil Aviation,Tribal Development,2007,Migrant Workers,,,All States,9408.15,Active,Multiple,Children,22-35,Online/Offline,45.7,87480,70004,2025,Yes,Yes,Yes,MoHFW,Self-funded contributory
S0818,Indira Gandhi Disaster Management Programme,NITI Aayog,Insurance,1965,All Citizens,12049,4947,All States,13184.85,Closed,Awareness,SC/OBC,Jun-14,N/A,37.7,53439,38087,Ongoing,Yes,Yes,No,PFC,
S0819,Swachh Waste Management Bima Yojana,Ministry of Sports,Livelihood,1973,Rural Poor,19736,11941,All States,9213.14,Under Review,Pension Scheme,Women/Children,All Ages,Multiple,96.7,448972,302565,Ongoing,Yes,Yes,Yes,NDDB,State-level implementation
S0820,Digital Agricultural Market Urja Yojana,Ministry of Social Justice,Agriculture,1995,BPL Families,163222,144886,All States,8295.57,Closed,Free Service,Women,22-35,N/A,73.3,418510,263411,2005,No,Yes,No,HUDCO,
S0821,Mission Groundwater Conservation Vikas Yojana,Ministry of Jal Shakti,Water,1963,Urban Poor,451905,269903,All States,3512.17,Active,Multiple,All,All Ages,Offline,39.3,118689,92343,Ongoing,Yes,Yes,No,NITI Aayog,
S0822,Mission Aadhaar Integration Bima Yojana,Department of Personnel,Women Empowerment,1995,Unorganised Workers,295675,,All States,,Active,Loan Guarantee,All,18-70,N/A,59.3,466563,398701,Ongoing,Yes,No,No,NRLM,State-level implementation
S0823,Swachh Inland Waterways Mission,Ministry of MSME,Research,2003,Unorganised Workers,11529,4799,All States,6265.56,Active,Legal Framework,Children,14-18,Offline,96,379894,320134,15,Yes,Yes,No,NeSL,No direct govt budget
S0824,Mission Fisheries Development Karyakram,Ministry of Education,Education,1982,Senior Citizens,244730,184227,2,8726.51,Completed,Free Service,All,18-60,Offline,53.8,375250,267294,6,Yes,Yes,Yes,DAC,COVID-19 relief component
S0825,Digital Women Safety Programme,Department of Personnel,Skill Development,1952,Fishers,129109,108988,All States,10475.24,Active,Scholarship,All,21-55,N/A,48.6,475594,322802,2014,Yes,Yes,Yes,NFDB,
S0826,Dr. Ambedkar Cold Chain Karyakram,Ministry of Panchayati Raj,Governance,2001,Senior Citizens,38725,31462,All States,3268.93,Completed,Digital Platform,Women/Children,15-45,Online/Offline,56.6,460283,280639,2024,Yes,No,Yes,India Post,Data partially available
S0827,Indira Gandhi Heritage Conservation Shakti,Ministry of Ports,Financial Inclusion,2006,Children,268044,191041,All States,,Completed,Awareness,SC/ST,21-35,Offline,65.1,251154,232856,2013,Yes,No,No,MoRD,Loan guarantee scheme
S0828,Samagra Food Processing Initiative,Ministry of Culture,Tribal Development,1962,All Citizens,233349,150421,All States,,Active,Insurance,Women/Children,21-55,N/A,70.8,83174,61410,Ongoing,Yes,Yes,No,MNRE,Data partially available
S0829,PM Drinking Water Awaas Yojana,Ministry of Power,Innovation,2020,OBC,381114,270895,All States,,Active,Grant,SC/ST,0-18,Online/Offline,43.2,66755,66275,Ongoing,Yes,Yes,No,Gram Panchayats,COVID-19 relief component
S0830,National Animal Husbandry Suraksha Yojana,Department of Personnel,Entrepreneurship,2010,Migrant Workers,398253,156377,All States,5444.16,Closed,Policy,SC/ST,30+,Offline,56.6,402889,295752,3,Yes,Yes,Yes,SFAC,Pilot phase
S0831,Central Fertilizer Karyakram,Ministry of Ports,Environment,1956,Students,491465,,All States,10226.05,Active,Savings Scheme,Children,21-45,N/A,97,415709,,Ongoing,Yes,Yes,Yes,QCI,Extended beyond original timeline
S0832,Gram Tourism Development Suraksha Yojana,Ministry of Rural Development,Insurance,1982,Pregnant Women,75458,31285,All States,4963.23,Under Review,Free Service,All,15-35,N/A,83.9,496108,467677,1983,Yes,Yes,No,SFAC,No direct govt budget
S0833,Bharat Sports Infrastructure Karyakram,Ministry of Rural Development,Organic Farming,1995,All Citizens,498117,507553,All States,7689.45,Active,Awareness,Women,0-6,Offline,78.6,431078,338984,2028,Yes,No,No,UIDAI,State-level implementation
S0834,PM Port Development Vikas Yojana,Department of Personnel,Energy,1966,Artisans,433589,432677,All States,14536.85,Active,Loan Guarantee,All,18-40,Online/Offline,63.3,412758,365769,9,Yes,Yes,Yes,MoHUA,State-level implementation
S0835,Rashtriya Waste Management Karyakram,Ministry of Railways,Marine Development,1953,Farmers,2419,2202,All States,14806.28,Active,Price Support,Children,0-6,Offline,47.2,350603,339689,15,Yes,Yes,No,SFAC,
S0836,State Language Initiative,NITI Aayog,Agriculture,2021,Artisans,331054,265180,All States,13697.11,Active,Scholarship,SC/OBC,60+,Multiple,93.6,164388,108465,Ongoing,Yes,Yes,Yes,DoSJE,
S0837,Swachh Iodine Deficiency Samman Nidhi,Ministry of Textiles,Scholarships,1983,Persons with Disability,460047,414747,6,10100.11,Active,Subsidy,SC/OBC,18-60,Online/Offline,33.2,376088,263477,7,Yes,Yes,No,MoTA,Missing beneficiary data
S0838,Rajiv Gandhi Blindness Vikas Yojana,Ministry of Sports,Child Development,2002,Fishers,170733,60446,All States,8260.26,Closed,Direct Benefit Transfer,All,15-35,Online/Offline,61.8,288796,205287,2004,No,No,Yes,DFPD,New phase announced
S0839,Rajiv Gandhi Handicrafts Shiksha Yojana,NITI Aayog,Water,2014,Youth,257747,119694,24,4421.81,Completed,In-Kind,Women,0-6,N/A,56.7,218252,174027,7,Yes,Yes,Yes,HUDCO,Data partially available
S0840,Mukhyamantri DBT Implementation Nidhi,PMO,Rural Development,1961,Youth,393140,278072,All States,13250.95,Completed,Savings Scheme,Women/Children,18+,Offline,73.3,249061,231496,2006,No,Yes,No,NABARD,Extended beyond original timeline
S0841,Mission MSME Credit Initiative,Ministry of Jal Shakti,Research,2014,Pregnant Women,464426,217086,All States,4602.36,Active,Training,Women,All Ages,Multiple,99.6,297624,,10,Yes,Yes,No,NIC,Extended beyond original timeline
S0842,Jan Drought Relief Urja Yojana,Department of Personnel,Entrepreneurship,1990,Senior Citizens,397783,323898,All States,8778.84,Under Review,Infrastructure,SC/OBC,60+,Online,58.6,358356,351006,7,Yes,Yes,No,MoTA,Missing beneficiary data
